otu name,Taxonomy,Percent Homology,evalue,bitscore,homology extract gibbsfree_otu/gibbsfree_homolog,total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length,Extraction-Blank-1,Extraction-Blank-2,H2O-Extraction-Blank,MKE-1-2,MKE-1-3,MKE-1-4,MKE-2-1,MKE-2-2,MKE-2-3,MKE-3-3,MKE-3-4,MKE-3-7,MKE-4-B1,MKE-4-B2,MKE-4-B3,MKE-4-Tub-2,MKE-4-Tub-3,MKE-4-Tub-4,MKE-4-UT1,MKE-4-UT2,MKE-4-UT3,MKE-5-B5,MKE-5-B6,MKE-5-B7,MKE-5-T1,MKE-5-T2,MKE-5-B1,MKE-5-Tub1-R1,MKE-5-Tub2-R1,MKE-5-Tub3-R1,MKE-5-UT1,MKE-5-UT2,MKE-5-UT3,MKE-7-2,MKE-7-1,MKE-7-4,MKE-7-Bot-Tub1,MKE-7-Bot-Tub2,MKE-7-Top-Tub1,MKE-7-UT1,MKE-7-UT2,MKE-7-UT3,MKE-8-3,MKE-8-4,MKE-8-5,MKE-9-Cu2,MKE-9-Cu3,MKE-9-Cu4,MKE-13-4,MKE-13-5,MKE-13-6,MKE-14-B1,MKE-14-B2,MKE-14-B3,MKE-16-B1,MKE-16-B2,MKE-16-B3,MKE-16-Tub-R1,MKE-16-Tub-R2,OC-1-G,OC-1-H,OC-1-I,OC-4-3,OC-4-4,OC-4-5,OC-5-3,OC-5-4,OC-5-5,OC-6-1,OC-6-2,OC-6-5,OC-7-4,OC-7-5,OC-7-6,WK1-B1,WK1-B2,WK1-B3,WK2-LP-19-B,WK2-LP-20-B,WK2-LP-21-B,WK2-Fe-1,WK2-Fe-12D,WK2-Fe-3,WK3-B3,WK3-B4,WK3-B5,WK3-Tub-4,WK3-Tub-6,WK3-Tub-7,WK3-UT-1,WK3-UT-2,WK3-UT-3
Zotu39,dietzia alimentaria   ;k__bacteria;p__actinobacteria;c__actinomycetia;o__corynebacteriales;f__dietziaceae;g__dietzia;s__dietzia alimentaria;superkingdom__bacteria;,95.256917,2.30768e-110,403.438,,,20,16,10,18,8,19,31,10,24,9,208,388,6,101,72,28,14,40,53,19,73,79,113,88,227,123,109,92,158,73,59,104,31,86,0,72,99,47,116,99,81,20,108,122,35,124,125,104,561,24,97,110,84,84,101,101,93,14,13,174,25,35,165,97,121,0,0,557,322,77,141,812,157,81,216,96,33,48,33,55,56,9,46,0,236,70,75,98,84,69,61,85
Zotu40,fj682274.1 synecology primary and secondary habitats escherichia coli o157:h7 fecal marc beef cattle feedlot animal #4351 pen 301  ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__lachnospiraceae;g__blautia;s__blautia producta;superkingdom__bacteria;,100,1.19435e-126,457.539,,,198,209,231,24,222,207,210,154,198,228,0,0,175,135,58,91,22,92,158,43,234,302,275,22,0,277,234,319,349,219,114,268,88,231,0,30,233,114,248,239,193,70,0,286,287,296,265,236,0,0,277,313,274,242,228,258,174,26,28,25,79,0,0,361,317,0,0,87,3,286,47,219,262,290,0,0,103,90,254,214,123,51,136,152,53,161,138,127,79,187,79,115
Zotu41,gallionella capsiferriformans es_2  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__nitrosomonadales;f__gallionellaceae;g__gallionella;s__gallionella capsiferriformans; superkingdom__bacteria;,97.6284585,1.66018e-118,430.488,,,0,0,0,5,2,0,0,0,0,0,72,0,7,741,303,635,134,1103,114,193,5,0,0,45,0,0,10,0,0,0,25,8,45,189,0,449,25,14,2,5,2,3,0,0,12,0,0,0,0,0,0,0,0,0,17,8,34,2194,2325,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu42,eu434432.1 acinetobacter johnsonii str. a153  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__moraxellaceae;g__acinetobacter;s__acinetobacter johnsonii;superkingdom__bacteria,100,1.19435e-126,457.539,,,38,15,27,150,44,19,51,23,20,28,102,0,23,76,93,50,27,58,93,22,131,164,172,549,167,229,166,219,200,145,89,180,38,158,0,1,145,100,118,162,105,50,37,164,29,181,184,191,118,37,258,171,163,194,168,164,96,12,8,25,18,99,0,169,204,0,0,0,46,179,1,227,180,172,47,24,93,114,58,134,119,101,84,80,115,112,115,281,87,69,153,140
Zotu43,eu981275.1 sulfate reducing living bench scale aquifer column water clone e21_sw   ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__peptococcaceae;g__desulfosporosinus;s__desulfosporosinus meridiei;superkingdom__bacteria;,100,1.19435e-126,457.539,,,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,31,65,13,416,674,1918,0,0,32,0,0,28,0,3,51,1152,379,1054,5,0,0,3,2,1,55,71,78,0,0,0,0,0,0,0,0,0,0,0,0,20,7,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,2,0
Zotu44,nr_028816.1 turicibacter sanguinis str. mol361  ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__turicibacteraceae;g__turicibacter;s__turicibacter sanguinis;superkingdom__bacteria;,98.02371542,1.36276e-119,434.095,,,198,195,234,0,180,213,168,235,191,203,138,0,159,110,36,35,33,56,87,28,174,250,278,0,0,233,237,230,297,197,93,176,66,187,0,87,128,108,178,182,157,45,0,175,0,189,210,237,0,0,199,177,226,197,181,184,118,20,19,60,42,1,0,228,177,0,0,0,142,214,87,0,229,171,0,0,58,121,35,80,141,101,85,128,0,72,78,90,82,58,78,46
Zotu45,nc_009513.1 lactobacillus reuteri f275 str. dsm 20016  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__lactobacillaceae;g__lactobacillus;s__lactobacillus reuteri;superkingdom__bacteria,100,1.19435e-126,457.539,,,290,322,274,10,274,287,324,290,313,295,178,91,316,48,70,7,7,21,44,14,55,66,102,0,195,91,35,111,70,60,19,88,29,58,0,53,65,47,49,96,48,17,0,100,0,85,65,70,0,0,87,69,80,49,46,79,40,13,6,3,12,49,0,103,107,0,0,0,229,124,0,91,84,79,0,0,244,336,154,201,222,243,131,315,1,116,152,286,101,292,179,180
Zotu46,streptococcus pleomorphus ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__erysipelotrichaceae;g__faecalicoccus;s__streptococcus pleomorphus;superkingdom__bacteria,92.85714286,1.11456e-101,374.584,,,350,305,257,4,296,295,396,284,312,252,0,0,258,38,61,12,4,20,36,8,47,93,85,0,0,52,67,98,53,59,18,78,19,30,0,36,46,10,41,71,44,20,131,59,0,50,52,48,0,0,93,61,70,46,38,61,35,3,8,0,46,0,0,56,83,0,0,0,0,51,2,281,83,48,65,0,142,257,158,260,196,152,233,197,0,236,169,166,143,96,108,212
Zotu47,aj438048.1 corynebacterium tuberculostearicum str. cip102076    ;k__bacteria;p__actinobacteria;c__actinomycetia;o__corynebacteriales;f__corynebacteriaceae;g__corynebacterium;s__corynebacterium tuberculostearicum;superkingdom__bacteria;,100,3.4373e-127,459.342,,,26,24,19,44,20,16,19,21,17,27,60,11,24,37,161,20,10,31,65,13,54,54,88,128,119,122,61,118,90,90,63,64,29,72,0,87,74,41,55,51,73,14,27,152,50,60,78,60,256,39,76,115,96,98,87,79,50,17,10,261,53,120,227,90,77,0,0,219,226,62,303,69,73,65,152,372,60,124,30,8,53,24,83,99,0,45,60,82,128,20,69,55
Zotu48,x80768.1 mycobacterium isoniacini ina_i    ;k__bacteria;p__actinobacteria;c__actinomycetia;o__corynebacteriales;f__mycobacteriaceae;g__mycobacterium;s__mycobacterium isoniacini;superkingdom__bacteria;,100,1.19435e-126,457.539,,,0,0,1,39,0,0,0,1,0,4,472,329,0,2,65,1,0,1,0,0,1,0,8,96,93,11,412,2,0,13,3,0,0,12,0,50,15,60,106,7,4,1,173,5,286,1,0,0,0,0,0,142,158,2677,125,91,153,168,385,0,3,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,20,9,0,0,0,5,0,6,72,4,11,2,7,11
Zotu49,snodgrassella alvi ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__neisseriales;f__neisseriaceae;g__snodgrassella;s__snodgrassella alvi;superkingdom__bacteria,92.88537549,3.20773e-102,376.387,,,26,22,9,61,15,28,34,20,11,5,144,246,16,51,40,29,17,31,58,19,83,81,106,26,108,63,105,118,74,124,53,95,39,87,0,32,34,72,73,73,84,25,132,93,59,98,134,106,196,7,57,100,115,80,110,129,67,15,5,45,38,38,112,60,117,0,0,305,26,114,94,163,122,80,96,72,43,39,77,82,76,61,78,85,191,59,94,68,18,60,33,37
Zotu50,eu157188.1 variation fecal microbiology erhualian pigs after being d forty times vitro feces clone a2   ;k__bacteria;p__firmicutes;c__negativicutes;o__veillonellales;f__veillonellaceae;g__megasphaera;s__megasphaera elsdenii; superkingdom__bacteria;,100,4.14993e-126,455.735,,,282,297,305,13,294,312,350,276,276,257,0,0,307,27,44,14,7,14,24,12,60,41,41,37,473,69,44,33,63,55,15,33,7,48,0,36,49,26,55,55,42,15,0,63,0,73,59,63,0,44,47,46,70,73,54,81,29,10,3,0,39,0,0,39,69,0,0,0,0,39,0,0,78,51,0,0,201,195,248,201,175,173,188,214,3,201,180,180,141,176,153,257
Zotu51,ab200298.1 lab_scale sequencing batch reactor clone utfs_of08_d22_17  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__rhodocyclales;f__rhodocyclaceae;g__rhodocyclus;s__rhodocyclus tenuis;superkingdom__bacteria,96.44268775,3.65679e-114,416.061,,,0,0,0,0,0,0,0,0,0,1,0,0,4,1242,129,623,1037,754,393,1000,51,11,1,124,0,0,11,9,7,6,21,8,19,54,0,78,35,37,41,88,39,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu52,fj405366.1 rhodanobacter terrae str. spg   ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__rhodanobacteraceae;g__rhodanobacter;s__rhodanobacter terrae; superkingdom__bacteria;,98.81422925,2.63074e-122,443.112,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2413,2048,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1
Zotu53,pandoraea thiooxydans ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__pandoraea;s__pandoraea thiooxydans;superkingdom__bacteria,96.83794466,8.59994e-116,421.471,,,0,0,0,2,0,0,0,0,0,0,0,0,13,1197,83,699,1276,760,422,1079,50,9,3,59,0,0,4,8,1,8,12,4,16,41,0,109,50,33,19,70,23,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu54,bradyrhizobium jicamae  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__hyphomicrobiales;f__bradyrhizobiaceae;g__bradyrhizobium;s__bradyrhizobium jicamae;superkingdom__bacteria;,100,1.19435e-126,457.539,,,0,1,0,1,0,0,1,0,0,0,0,0,35,506,2144,327,329,109,17,51,2,17,10,39,0,0,41,8,8,55,3,0,6,151,0,414,18,38,132,7,4,3,0,0,0,0,0,0,0,0,1,0,1,0,11,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,5,5,0,7,1,0,25,0,7,15,0,54,8,1,0
Zotu55,candidatus nitrotoga arctica  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__nitrosomonadales;f__gallionellaceae;g__candidatus nitrotoga;s__candidatus nitrotoga arctica; superkingdom__bacteria;,99.20948617,6.18691e-124,448.522,,,0,0,0,19,1,0,0,2,0,0,0,0,5,275,1373,192,76,142,22,114,17,11,1,276,0,0,52,0,0,77,67,23,35,341,0,404,218,122,242,75,96,26,0,9,43,1,4,21,0,0,2,5,4,2,15,17,32,1,0,0,15,0,0,1,5,0,0,92,0,0,121,0,9,150,0,0,16,51,69,22,30,68,78,115,46,48,87,88,150,63,43,116
Zotu56,fj673579.1 synecology primary and secondary habitats escherichia coli o157:h7 fecal marc beef cattle feedlot animal #4262 pen 301 ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__lactobacillaceae;g__lactobacillus;s__lactobacillus ruminis;superkingdom__bacteria,100,1.19435e-126,457.539,,,276,228,257,8,268,260,253,279,242,270,137,0,260,26,41,7,6,18,35,10,27,39,36,0,100,55,44,70,74,52,20,41,20,45,0,40,52,32,30,29,20,14,46,49,0,43,65,50,41,0,49,66,77,59,40,81,27,8,3,0,37,0,0,61,79,0,0,0,0,44,119,1,34,55,0,0,133,159,155,157,169,236,261,168,2,217,105,164,233,272,130,107
Zotu57,fj677900.1 synecology primary and secondary habitats escherichia coli o157:h7 fecal marc beef cattle feedlot animal #4225 pen 301 ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__erysipelotrichaceae;g__holdemanella;s__eubacterium biforme;superkingdom__bacteria,100,1.19435e-126,457.539,,,216,234,227,4,221,210,267,201,189,232,109,0,245,14,53,6,3,16,13,7,45,66,54,21,0,31,46,27,55,26,16,17,11,41,0,42,21,13,44,20,26,9,0,68,0,45,47,36,0,0,57,43,35,24,59,30,24,2,5,0,0,0,0,31,39,0,0,113,0,49,177,207,39,35,0,0,112,59,85,245,169,174,146,213,0,181,107,109,81,154,131,109
Zotu58,gq102759.1 topographical and temporal human skin microbiome skin volar forearm clone nbw695h04c1    ;k__bacteria;p__actinobacteria;c__actinomycetia;o__corynebacteriales;f__corynebacteriaceae;g__corynebacterium;s__corynebacterium matruchotii;superkingdom__bacteria;,100,3.4373e-127,459.342,,,7,8,13,6,12,11,12,5,3,15,160,0,6,40,26,31,10,20,44,7,35,77,99,42,0,109,71,104,97,80,27,91,23,52,0,0,47,38,72,53,53,19,0,84,302,85,81,73,0,14,90,115,82,83,72,84,64,13,14,0,12,0,104,82,78,0,0,0,281,94,189,206,97,61,102,32,17,34,57,12,11,3,24,12,753,20,46,130,33,20,6,31
Zotu59,gq301039.1 fusobacterium nucleatum subsp. polymorphum str. atcc 10953  ;k__bacteria;p__fusobacteria;c__fusobacteriia;o__fusobacteriales;f__fusobacteriaceae;g__fusobacterium;s__fusobacterium nucleatum;superkingdom__bacteria,100,4.14993e-126,455.735,,,4,6,12,5,3,7,5,11,0,1,0,0,3,69,0,38,15,37,93,18,137,197,169,0,0,143,135,88,165,91,48,121,41,89,0,23,107,85,173,132,79,37,45,160,0,153,157,187,0,0,120,151,143,161,114,120,90,17,15,2,5,0,0,156,103,0,0,0,0,174,0,0,165,117,47,132,77,14,40,88,98,48,70,32,178,97,63,31,73,48,44,48
Zotu60,candidatus nitrotoga arctica  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__nitrosomonadales;f__gallionellaceae;g__candidatus nitrotoga;s__candidatus nitrotoga arctica; superkingdom__bacteria;,98.41897233,3.2049e-121,439.505,,,0,0,0,0,0,0,0,0,0,0,0,0,0,678,914,143,344,293,13,104,4,321,122,468,0,0,6,19,11,29,16,3,20,492,0,202,110,88,1,8,156,2,0,0,0,0,0,0,0,0,0,0,1,0,5,2,35,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu61,eu864475.1 structures under selection pressure levels antibiotics xiao river receiving treated oxytetracycline production wastewater clone e45  ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfovibrionales;f__desulfovibrionaceae;g__desulfovibrio;s__desulfovibrio mexicanus;superkingdom__bacteria;subphylum__delta/epsilon subdivisions,99.20948617,6.18691e-124,448.522,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,10,0,0,11,410,30,338,1,0,6,43,280,0,144,492,1990,0,0,0,0,0,0,0,0,0,0,1,2,25,11,140,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu62,gq054367.1 topographical and temporal human skin microbiome skin umbilicus clone nbw1108h03c1  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__rhodobacteraceae;g__paracoccus;s__paracoccus yeei;superkingdom__bacteria,100,1.19435e-126,457.539,,,19,15,9,6,23,9,26,9,15,14,74,0,7,67,0,37,15,48,104,18,113,100,109,115,54,209,118,145,161,102,60,91,47,100,0,19,84,61,120,123,81,31,0,161,37,151,118,94,0,51,161,139,141,124,114,157,89,9,15,0,8,6,64,183,104,0,0,93,37,165,0,60,102,118,0,0,60,76,112,58,19,87,70,32,0,49,64,43,53,29,63,38
Zotu63,candidatus nitrotoga arctica  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__nitrosomonadales;f__gallionellaceae;g__candidatus nitrotoga;s__candidatus nitrotoga arctica; superkingdom__bacteria;,99.20948617,6.18691e-124,448.522,,,0,0,0,9,0,0,1,3,0,0,0,0,1,187,409,634,174,314,333,833,35,269,122,354,0,0,25,19,1,15,68,49,44,131,0,215,41,40,92,12,54,26,0,0,38,0,0,0,0,0,0,0,2,11,1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,58,23,151,15,1,0,4,27
Zotu64,sideroxydans lithotrophicus  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__nitrosomonadales;f__gallionellaceae;g__sideroxydans;s__sideroxydans lithotrophicus; superkingdom__bacteria;,97.6284585,1.66018e-118,430.488,,,0,0,0,3,0,0,0,0,0,0,0,0,1,69,8,412,1141,456,234,354,57,1,0,24,0,0,1,10,3,20,48,13,36,135,0,217,122,110,1301,15,78,19,0,0,0,0,0,0,0,0,0,0,0,0,22,5,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,27,0,0,17,0,0,7,0,1,19,0,0
Zotu65,fj810587.1 subsurface ecosystem resilience: long_term attenuation subsurface contaminants supports elaborate eukaryotic food chain and dynamic microbial coal tar waste_contaminated groundwater clone jmyb36_58  ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfovibrionales;f__desulfovibrionaceae;g__desulfovibrio;s__desulfovibrio mexicanus;superkingdom__bacteria;subphylum__delta/epsilon subdivisions,100,1.19435e-126,457.539,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,17,1,0,62,0,1,60,25,4,3,36,10,31,17,0,14,677,566,0,207,305,1467,0,0,0,0,0,0,0,0,0,0,2,0,83,14,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu66,eu772956.1 bush dog feces clone bdog3_aad70d03   ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__lachnospiraceae;g__blautia;s__blautia producta;superkingdom__bacteria;,100,1.19435e-126,457.539,,,218,225,192,2,209,194,194,208,221,234,0,0,195,58,50,33,11,37,112,22,77,151,139,1,0,127,123,201,137,99,72,99,53,91,0,110,125,73,113,112,110,33,52,147,0,166,168,137,0,41,137,135,128,129,107,104,86,7,14,6,62,0,0,153,145,0,0,0,90,175,361,0,142,107,1,0,38,120,51,81,73,189,133,177,0,79,97,68,97,137,33,42
Zotu67,ab480769.1 sphingomonas melonis str. acj 202  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__sphingomonas melonis;superkingdom__bacteria,100,1.19435e-126,457.539,,,1,2,5,799,9,3,5,47,6,0,0,0,13,270,654,76,14,93,0,5,3,20,7,688,0,1,23,8,3,63,9,1,6,112,0,425,79,73,62,2,1,0,0,4,0,1,0,3,0,1,0,0,0,4,1,6,5,52,46,0,1,0,0,0,0,0,0,0,51,0,0,0,6,14,0,16,3,5,2,0,1,3,0,0,0,8,15,30,73,12,8,67
Zotu69,aj234046.1 actinomyces viscosus str. ccug 33710   ;k__bacteria;p__actinobacteria;c__actinomycetia;o__actinomycetales;f__actinomycetaceae;g__actinomyces;s__actinomyces viscosus;superkingdom__bacteria;,100,1.19435e-126,457.539,,,9,8,22,3,11,8,8,5,5,3,0,0,6,99,0,33,24,43,110,24,155,163,121,0,0,195,125,168,70,140,64,161,47,108,0,10,119,126,143,145,111,47,40,138,0,161,159,120,64,44,154,195,162,171,98,110,66,12,12,0,3,25,42,221,158,0,0,66,0,151,19,303,199,124,8,27,19,59,52,25,73,104,103,60,27,41,98,54,57,43,111,35
Zotu70,af513979.1 alkanindiges illinoisensis str. mvab hex1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__moraxellaceae;g__alkanindiges;s__alkanindiges illinoisensis;superkingdom__bacteria,100,1.19435e-126,457.539,,,0,1,3,3295,122,14,1,4,2,5,0,0,3,2,0,0,0,0,0,0,0,0,13,0,1,0,1,0,14,2,0,5,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,116,42,3,1,3,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,14,5,70,8,13,0,0,0,2,0,0,0,0,0,12,0,10,10,6,0
Zotu71,paracoccus siganidrum ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__rhodobacteraceae;g__paracoccus;s__paracoccus siganidrum;superkingdom__bacteria,100,1.19435e-126,457.539,,,5,15,6,3,8,11,6,10,7,3,109,0,17,45,7,30,8,35,56,11,42,81,95,337,97,80,91,98,83,76,38,73,28,61,0,7,80,22,63,100,77,10,10,81,0,76,61,72,175,36,100,86,112,105,75,79,83,16,16,0,0,0,29,87,99,0,0,48,0,76,47,180,84,63,57,144,56,15,18,49,18,30,26,24,56,17,10,129,32,19,82,73
Zotu73,ab244771.1 prevotella copri str. cb23  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__prevotella;s__prevotella copri;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group,100,1.19435e-126,457.539,,,197,157,165,4,166,184,171,154,213,181,1,0,148,10,4,10,1,11,20,8,30,23,33,0,0,13,21,6,28,22,24,43,7,26,0,5,16,12,17,26,29,2,85,22,0,13,36,31,22,0,43,45,42,26,33,32,32,5,1,0,35,39,0,53,43,0,0,0,0,17,163,0,46,17,70,0,112,125,141,137,57,35,117,137,0,155,112,50,155,33,107,209
Zotu74,ab024310.1 burkholderia kururiensis  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__burkholderia;s__burkholderia kururiensis;superkingdom__bacteria,100,1.19435e-126,457.539,,,0,0,0,444,1,7,1,3,0,6,607,464,3,4,36,1,0,0,1,0,0,0,0,0,52,0,28,0,0,0,0,2,1,0,0,54,0,0,0,9,0,1,171,15,578,12,0,0,0,0,0,0,0,0,0,0,0,0,0,15,180,49,0,0,0,0,0,166,254,10,0,166,3,3,134,86,41,4,2,0,41,18,32,0,0,0,0,4,0,28,21,21
Zotu75,gq045886.1 topographical and temporal human skin microbiome skin volar forearm clone nbw991a10c1   ;k__bacteria;p__actinobacteria;c__coriobacteriia;o__coriobacteriales;f__coriobacteriaceae;g__collinsella;s__collinsella aerofaciens; superkingdom__bacteria;,100,1.19435e-126,457.539,,,95,98,139,1,116,127,142,90,150,94,0,0,115,25,11,11,8,24,37,5,55,83,56,0,0,71,68,34,59,59,29,57,13,46,0,33,46,42,69,60,42,16,0,70,0,101,76,58,0,0,80,64,62,71,61,54,45,5,8,14,0,24,0,102,60,0,0,23,27,107,0,39,75,84,0,26,61,102,34,157,80,129,79,121,0,90,116,49,86,71,52,225
Zotu76,fusobacterium mortiferum ;k__bacteria;p__fusobacteria;c__fusobacteriia;o__fusobacteriales;f__fusobacteriaceae;g__fusobacterium;s__fusobacterium mortiferum;superkingdom__bacteria,99.20634921,2.14972e-123,446.718,,,134,117,102,23,112,112,112,109,128,126,0,184,123,43,19,16,12,38,65,19,94,116,114,0,0,125,65,124,111,74,51,111,35,61,0,8,67,59,90,78,88,30,59,140,89,134,101,135,79,0,114,100,103,84,87,115,109,9,10,95,14,0,0,86,93,0,0,87,0,98,3,115,109,58,0,0,21,78,57,104,56,52,67,74,0,35,72,32,41,50,74,79
Zotu77,gu292563.1 lactobacillus reuteri str. probio_16  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__lactobacillaceae;g__lactobacillus;s__lactobacillus reuteri;superkingdom__bacteria,100,1.19435e-126,457.539,,,88,74,59,12,85,82,66,68,74,89,0,0,79,35,9,18,13,30,84,14,87,127,113,0,0,114,95,111,114,81,50,64,39,119,0,0,90,68,67,76,52,31,0,133,7,105,134,118,0,0,94,149,141,90,101,68,80,15,17,0,14,0,0,112,122,0,0,0,1,103,0,1,104,93,0,0,98,86,165,31,142,31,109,88,0,59,58,82,88,67,72,64
Zotu78,ab008208.1 lactobacillus gallinarum str. yit 0218 (= jcm 2011)  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__lactobacillaceae;g__lactobacillus;s__lactobacillus gallinarum;superkingdom__bacteria,100,1.19435e-126,457.539,,,34,37,12,0,29,29,30,44,41,40,0,46,30,40,958,22,6,22,62,8,83,50,53,0,37,83,52,50,94,59,43,66,30,52,0,11,52,41,76,55,42,15,30,63,0,96,83,99,87,0,80,107,39,38,58,104,36,3,7,118,13,18,0,108,45,0,0,25,1,66,269,49,73,73,10,0,33,102,35,15,46,61,55,53,9,84,43,27,34,73,14,79
Zotu79,af537599.1 corynebacterium mucifaciens national microbiology laboratory special identifier 87_0436    ;k__bacteria;p__actinobacteria;c__actinomycetia;o__corynebacteriales;f__corynebacteriaceae;g__corynebacterium;s__corynebacterium mucifaciens;superkingdom__bacteria;,100,3.4373e-127,459.342,,,7,15,5,68,11,10,2,15,11,5,72,0,5,4,89,8,1,2,2,6,3,19,15,13,0,4,39,15,12,8,1,3,0,0,0,161,7,3,2,9,3,1,75,5,13,4,6,17,384,191,12,8,17,22,3,8,6,1,1,127,96,92,403,19,4,0,0,145,109,4,0,692,15,1,0,91,19,35,31,36,6,20,35,28,0,26,4,103,14,36,16,14
Zotu80,ef582417.1 brevibacillus parabrevis str. hdym_19  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__paenibacillaceae;g__brevibacillus;s__brevibacillus parabrevis;superkingdom__bacteria,100,4.14993e-126,455.735,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,2229,159,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
